id,CODCIE10,DescripcionCIE10,Grupo
9963,T849,"COMPLICACIONES NO ESPECIFICADAS DE DISPOSITIVOS PROTESICOS, IMPLANTES E INJERTOS ORTOPEDICOS INTERNOS","Traumatismos, envenenamientos"
9964,T85,"COMPLICACIONES DE DISPOSITIVOS PROTESICOS, IMPLANTES E INJERTOS INTERNOS","Traumatismos, envenenamientos"
9965,T850,COMPLICACION MECANICA DE DERIVACION (ANASTOMOTICA) VENTRICULAR INTRACRANEAL,"Traumatismos, envenenamientos"
9966,T851,COMPLICACION MECANICA DE IMPLANTE DE ESTIMULADOR ELECTRONICO DEL SISTEMA NERVIOSO,"Traumatismos, envenenamientos"
9967,T852,COMPLICACION MECANICA DE LENTES INTRAOCULARES,"Traumatismos, envenenamientos"
9968,T853,"COMPLICACION MECANICA DE OTROS DISPOSITIVOS PROTESICOS, IMPLANTES E INJERTOS OCULARES","Traumatismos, envenenamientos"
9969,T854,COMPLICACION MECANICA DE PROTESIS E IMPLANTE DE MAMA,"Traumatismos, envenenamientos"
9970,T855,"COMPLICACION MECANICA DE DISPOSITIVO PROTESICO, IMPLANTE E INJERTO GASTROINTESTINAL","Traumatismos, envenenamientos"
9971,T856,"COMPLICACION MECANICA DE OTROS DISPOSITIVOS PROTESICOS, IMPLANTES E INJERTOS INTERNOS ESPECIFICADOS","Traumatismos, envenenamientos"
9972,T857,"INFECCION Y REACCION INFLAMATORIA DEBIDAS A OTROS DISPOSITIVOS PROTESICOS, IMPLANTES E INJERTOS INTERNOS","Traumatismos, envenenamientos"
9973,T858,"OTRAS COMPLICACIONES DE OTROS DISPOSITIVOS PROTESICOS, IMPLANTES E INJERTOS INTERNOS, NO CLASIFICADOS EN OTRA PARTE","Traumatismos, envenenamientos"
9974,T859,"COMPLICACION NO ESPECIFICADA DE DISPOSITIVO PROTESICO, IMPLANTE E INJERTO INTERNO","Traumatismos, envenenamientos"
9975,T86,FALLA Y RECHAZO DEL TRASPLANTE DE ORGANOS Y TEJIDOS,"Traumatismos, envenenamientos"
9976,T860,RECHAZO DE TRASPLANTE DE MEDULA OSEA,"Traumatismos, envenenamientos"
9977,T861,FALLA Y RECHAZO DE TRASPLANTE DE RIÑON,"Traumatismos, envenenamientos"
9978,T862,FALLA Y RECHAZO DE TRASPLANTE DE CORAZON,"Traumatismos, envenenamientos"
9979,T863,FALLA Y RECHAZO DE TRASPLANTE DE PULMON-CORAZON,"Traumatismos, envenenamientos"
9980,T864,FALLA Y RECHAZO DE TRASPLANTE DE HIGADO,"Traumatismos, envenenamientos"
9981,T868,FALLA Y RECHAZO DE OTROS ORGANOS Y TEJIDOS TRASPLANTADOS,"Traumatismos, envenenamientos"
9982,T869,FALLA Y RECHAZO DEL TRASPLANTE DE ORGANOS Y TEJIDOS NO ESPECIFICADO,"Traumatismos, envenenamientos"
9983,T87,COMPLICACIONES PECULIARES DE LA REINSERSION Y AMPUTACION,"Traumatismos, envenenamientos"
9984,T870,COMPLICACIONES DE LA REINSERCION (DE PARTE) DE EXTREMIDAD SUPERIOR,"Traumatismos, envenenamientos"
9985,T871,COMPLICACIONES DE LA REINSERCION (DE PARTE) DE EXTREMIDAD INFERIOR,"Traumatismos, envenenamientos"
9986,T872,COMPLICACIONES DE OTRAS PARTES DEL CUERPO REINSERTADAS,"Traumatismos, envenenamientos"
9987,T873,NEUROMA DE MUÑON DE AMPUTACION,"Traumatismos, envenenamientos"
9988,T874,INFECCION DE MUÑON DE AMPUTACION,"Traumatismos, envenenamientos"
9989,T875,NECROSIS DE MUÑON DE AMPUTACION,"Traumatismos, envenenamientos"
9990,T876,OTRAS COMPLICACIONES Y LAS NO ESPECIFICADAS DE MUÑON DE AMPUTACION,"Traumatismos, envenenamientos"
9991,T88,"OTRAS COMPLICACIONES DE LA ATENCION MEDICA Y QUIRURGICA, NO CLASIFICADAS EN OTRA PARTE","Traumatismos, envenenamientos"
9992,T880,INFECCION CONSECUTIVA A INMUNIZACION,"Traumatismos, envenenamientos"
9993,T881,"OTRAS COMPLICACIONES CONSECUTIVAS A INMUNIZACION, NO CLASIFICADAS EN OTRA PARTE","Traumatismos, envenenamientos"
9994,T882,CHOQUE DEBIDA A ANESTESIA,"Traumatismos, envenenamientos"
9995,T883,HIPERTERMIA MALIGNA DEBIDA A ANESTESIA,"Traumatismos, envenenamientos"
9996,T884,FALLA O DIFICULTAD DE LA INTUBACION,"Traumatismos, envenenamientos"
9997,T885,OTRAS COMPLICACIONES DE LA ANESTESIA,"Traumatismos, envenenamientos"
9998,T886,CHOQUE ANAFILACTICO DEBIDO A EFECTO ADVERSO DE DROGA O MEDICAMENTO CORRECTO ADMINISTRADO APROPIADAMENTE,"Traumatismos, envenenamientos"
9999,T887,EFECTO ADVERSO NO ESPECIFICADO DE DROGA O MEDICAMENTO,"Traumatismos, envenenamientos"
10000,T888,"OTRAS COMPLICACIONES ESPECIFICADAS DE LA ATENCION MEDICA Y QUIRURGICA, NO CLASIFICADAS EN OTRA PARTE","Traumatismos, envenenamientos"
10001,T889,COMPLICACIONES NO ESPECIFICADAS DE LA ATENCION MEDICA Y QUIRURGICA,"Traumatismos, envenenamientos"
10002,T90,SECUELAS DE TRAUMATISMOS DE LA CABEZA,"Traumatismos, envenenamientos"
10003,T900,SECUELAS DE TRAUMATISMO SUPERFICIAL DE LA CABEZA,"Traumatismos, envenenamientos"
10004,T901,SECUELAS DE HERIDA DE LA CABEZA,"Traumatismos, envenenamientos"
10005,T902,SECUELAS DE FRACTURA DEL CRANEO Y DE HUESOS FACIALES,"Traumatismos, envenenamientos"
10006,T903,SECUELAS DE TRAUMATISMO DE NERVIOS CRANEALES,"Traumatismos, envenenamientos"
10007,T904,SECUELAS DE TRAUMATISMO DEL OJO Y DE LA ORBITA,"Traumatismos, envenenamientos"
10008,T905,SECUELAS DE TRAUMATISMO INTRACRANEAL,"Traumatismos, envenenamientos"
10009,T908,SECUELAS DE OTROS TRAUMATISMOS ESPECIFICADOS DE LA CABEZA,"Traumatismos, envenenamientos"
10010,T909,SECUELAS DE TRAUMATISMO NO ESPECIFICADO DE LA CABEZA,"Traumatismos, envenenamientos"
10011,T91,SECUELAS DE TRAUMATISMOS DEL CUELLO Y DEL TRONCO,"Traumatismos, envenenamientos"
10012,T910,SECUELAS DE TRAUMATISMO SUPERFICIAL Y HERIDAS DEL CUELLO Y DEL TRONCO,"Traumatismos, envenenamientos"
10013,T911,SECUELAS DE FRACTURA DE LA COLUMNA VERTEBRAL,"Traumatismos, envenenamientos"
10014,T912,SECUELAS DE OTRA FRACTURA DEL TORAX Y DE LA PELVIS,"Traumatismos, envenenamientos"
10015,T913,SECUELAS DE TRAUMATISMO DE LA MEDULA ESPINAL,"Traumatismos, envenenamientos"
10016,T914,SECUELAS DE TRAUMATISMO DE ORGANOS INTRATORACICOS,"Traumatismos, envenenamientos"
10017,T915,SECUELAS DE TRAUMATISMO DE ORGANOS INTRAABDOMINALES Y PELVICOS,"Traumatismos, envenenamientos"
10018,T918,SECUELAS DE OTROS TRAUMATISMOS ESPECIFICADOS DEL CUELLO Y DEL TRONCO,"Traumatismos, envenenamientos"
10019,T919,SECUELAS DE TRAUMATISMO NO ESPECIFICADOS DEL CUELLO Y DEL TRONCO,"Traumatismos, envenenamientos"
10020,T92,SECUELAS DE TRAUMATISMOS DE MIEMBRO SUPERIOR,"Traumatismos, envenenamientos"
10021,T920,SECUELAS DE HERIDA DE MIEMBRO SUPERIOR,"Traumatismos, envenenamientos"
10022,T921,SECUELAS DE FRACTURA DEL BRAZO,"Traumatismos, envenenamientos"
10023,T922,SECUELAS DE FRACTURA DE LA MUÑECA Y DE LA MANO,"Traumatismos, envenenamientos"
10024,T923,"SECUELAS DE LUXACION, TORCEDURA Y ESGUINCE DE MIEMBRO SUPERIOR","Traumatismos, envenenamientos"
10025,T924,SECUELAS DE TRAUMATISMO DE NERVIO DE MIEMBRO SUPERIOR,"Traumatismos, envenenamientos"
10026,T925,SECUELAS DE TRAUMATISMO DE TENDON Y MUSCULO DE MIEMBRO SUPERIOR,"Traumatismos, envenenamientos"
10027,T926,SECUELAS DE APLASTAMIENTO Y AMPUTACION TRAUMATICAS DE MIEMBRO SUPERIOR,"Traumatismos, envenenamientos"
10028,T928,SECUELAS DE OTROS TRAUMATISMOS ESPECIFICADOS DE MIEMBRO SUPERIOR,"Traumatismos, envenenamientos"
10029,T929,SECUELAS DE TRAUMATISMO NO ESPECIFICADO DE MIEMBRO SUPERIOR,"Traumatismos, envenenamientos"
10030,T93,SECUELAS DE TRAUMATISMOS DE MIEMBRO INFERIOR,"Traumatismos, envenenamientos"
10031,T930,SECUELAS DE HERIDA DE MIEMBRO INFERIOR,"Traumatismos, envenenamientos"
10032,T931,SECUELAS DE FRACTURA DE FEMUR,"Traumatismos, envenenamientos"
10033,T932,SECUELAS DE OTRAS FRACTURAS DE MIEMBRO INFERIOR,"Traumatismos, envenenamientos"
10034,T933,"SECUELAS DE LUXACION, TORCEDURA Y ESGUINCE DE MIEMBRO INFERIOR","Traumatismos, envenenamientos"
10035,T934,SECUELAS DE TRAUMATISMO DE NERVIO DE MIEMBRO INFERIOR,"Traumatismos, envenenamientos"
10036,T935,SECUELAS DE TRAUMATISMO DE TENDON Y MUSCULO DE MIEMBRO INFERIOR,"Traumatismos, envenenamientos"
10037,T936,SECUELAS DE APLASTAMIENTO Y AMPUTACION TRAUMATICAS DE MIEMBRO INFERIOR,"Traumatismos, envenenamientos"
10038,T938,SECUELAS DE OTROS TRAUMATISMOS ESPECIFICADOS DE MIEMBRO INFERIOR,"Traumatismos, envenenamientos"
10039,T939,SECUELAS DE TRAUMATISMO NO ESPECIFICADO DE MIEMBRO INFERIOR,"Traumatismos, envenenamientos"
10040,T94,SECUELAS DE TRAUMATISMOS QUE AFECTAN MULTIPLES REGIONES DEL CUERPO Y LAS NO ESPECIFICADAS,"Traumatismos, envenenamientos"
10041,T940,SECUELAS DE TRAUMATISMOS QUE AFECTAN MULTIPLES REGIONES DEL CUERPO,"Traumatismos, envenenamientos"
10042,T941,SECUELAS DE TRAUMATISMOS DE REGIONES NO ESPECIFICADAS DEL CUERPO,"Traumatismos, envenenamientos"
10043,T95,"SECUELAS DE QUEMADURAS, CORROSIONES Y CONGELAMIENTOS","Traumatismos, envenenamientos"
10044,T950,"SECUELAS DE QUEMADURA, CORROSION Y CONGELAMIENTO DE LA CABEZA Y DEL CUELLO","Traumatismos, envenenamientos"
10045,T951,"SECUELAS DE QUEMADURA, CORROSION Y CONGELAMIENTO DEL TRONCO","Traumatismos, envenenamientos"
10046,T952,"SECUELAS DE QUEMADURA, CORROSION Y CONGELAMIENTO DE MIEMBRO SUPERIOR","Traumatismos, envenenamientos"
10047,T953,"SECUELAS DE QUEMADURA, CORROSION Y CONGELAMIENTO DE MIEMBRO INFERIOR","Traumatismos, envenenamientos"
10048,T954,SECUELAS DE QUEMADURA Y CORROSION CLASIFICABLES SOLO DE ACUERDO CON LA EXTENSION DE LA SUPERFICIE DEL CUERPO AFECTADA,"Traumatismos, envenenamientos"
10049,T958,"SECUELAS DE OTRAS QUEMADURAS, CORROSIONES Y CONGELAMIENTOS ESPECIFICADOS","Traumatismos, envenenamientos"
10050,T959,"SECUELAS DE QUEMADURA, CORROSION Y CONGELAMIENTO NO ESPECIFICADOS","Traumatismos, envenenamientos"
10051,T96,"SECUELAS DE ENVENENAMIENTOS POR DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS","Traumatismos, envenenamientos"
10052,T96,"SECUELAS DE ENVENENAMIENTOS POR DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS","Traumatismos, envenenamientos"
10053,T97,SECUELAS DE EFECTOS TOXICOS DE SUSTANCIAS DE PROCEDENCIA PRINCIPALMENTE NO MEDICINAL,"Traumatismos, envenenamientos"
10054,T97,SECUELAS DE EFECTOS TOXICOS DE SUSTANCIAS DE PROCEDENCIA NO MEDICINAL,"Traumatismos, envenenamientos"
10055,T98,SECUELAS DE OTROS EFECTOS Y LOS NO ESPECIFICADOS DE CAUSAS EXTERNAS,"Traumatismos, envenenamientos"
10056,T980,SECUELAS DE EFECTOS DE CUERPOS EXTRAÑOS QUE PENETRAN EN ORIFICIOS NATURALES,"Traumatismos, envenenamientos"
10057,T981,SECUELAS DE OTROS EFECTOS Y LOS NO ESPECIFICADOS DE CAUSAS EXTERNAS,"Traumatismos, envenenamientos"
10058,T982,SECUELAS DE CIERTAS COMPLICACIONES PRECOCES DE LOS TRAUMATISMOS,"Traumatismos, envenenamientos"
10059,T983,"SECUELAS DE COMPLICACIONES DE LA ATENCION MEDICA Y QUIRURGICA, NO CLASIFICADAS EN OTRA PARTE","Traumatismos, envenenamientos"
10060,V01,PEATON LESIONADO POR COLISION CON VEHICULO DE PEDAL,Causas externas de morbilidad y de mortalidad
10061,V010,PEATON LESIONADO POR COLISION CON VEHICULO DE PEDAL: ACCIDENTE NO DE TRANSITO,Causas externas de morbilidad y de mortalidad
10062,V011,PEATON LESIONADO POR COLISION CON VEHICULO DE PEDAL: ACCIDENTE DE TRANSITO,Causas externas de morbilidad y de mortalidad
10063,V019,PEATON LESIONADO POR COLISION CON VEHICULO DE PEDAL: ACCIDENTE NO ESPECIFICADO COMO DE TRANSITO O NO DE TRANSITO,Causas externas de morbilidad y de mortalidad
10064,V02,PEATON LESIONADO POR COLISION CON VEHICULO DE DOS O TRES RUEDAS,Causas externas de morbilidad y de mortalidad
10065,V020,PEATON LESIONADO POR COLISION CON VEHICULO DE MOTOR DE DOS O TRES RUEDAS: ACCIDENTE NO DE TRANSITO,Causas externas de morbilidad y de mortalidad
10066,V021,PEATON LESIONADO POR COLISION CON VEHICULO DE MOTOR DE DOS O TRES RUEDAS: ACCIDENTE DE TRANSITO,Causas externas de morbilidad y de mortalidad
10067,V029,PEATON LESIONADO POR COLISION CON VEHICULO DE MOTOR DE DOS O TRES RUEDAS: ACCIDENTE NO ESPECIFICADO COMO DE TRANSITO O NO DE TRANSITO,Causas externas de morbilidad y de mortalidad
10068,V03,PEATON LESIONADO POR COLISION CON AUTOMOVIL CAMIONETA FURGONETA,Causas externas de morbilidad y de mortalidad
10069,V030,"PEATON LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA: ACCIDENTE NO DE TRANSITO",Causas externas de morbilidad y de mortalidad
10070,V031,"PEATON LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA: ACCIDENTE DE TRANSITO",Causas externas de morbilidad y de mortalidad
10071,V039,"PEATON LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA: NO ESPECIFICADO COMO DE TRANSITO O NO DE TRANSITO",Causas externas de morbilidad y de mortalidad
10072,V04,PEATON LESIONADO POR COLISION CON VEHICULO DE TRANSPORTE PESADO O AUTOBUS,Causas externas de morbilidad y de mortalidad
10073,V040,PEATON LESIONADO POR COLISION CON VEHICULO DE TRANSPORTE PESADO O AUTOBUS: ACCIDENTE NO DE TRANSITO,Causas externas de morbilidad y de mortalidad
10074,V041,PEATON LESIONADO POR COLISION CON VEHICULO DE TRANSPORTE PESADO O AUTOBUS: ACCIDENTE DE TRANSITO,Causas externas de morbilidad y de mortalidad
10075,V049,PEATON LESIONADO POR COLISION CON VEHICULO DE TRANSPORTE PESADO O AUTOBUS: ACCIDENTE NO ESPECIFICADO COMO DE TRANSITO O NO DE TRANSITO,Causas externas de morbilidad y de mortalidad
10076,V05,PEATON LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES,Causas externas de morbilidad y de mortalidad
10077,V050,PEATON LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES: ACCIDENTE NO DE TRANSITO,Causas externas de morbilidad y de mortalidad
10078,V051,PEATON LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES: ACCIDENTE DE TRANSITO,Causas externas de morbilidad y de mortalidad
10079,V059,PEATON LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES: ACCIDENTE NO ESPECIFICADO COMO DE TRANSITO O NO DE TRANSITO,Causas externas de morbilidad y de mortalidad
10080,V06,PEATON LESIONADO POR COLISION CON OTROS VEHICULO SIN MOTOR,Causas externas de morbilidad y de mortalidad
10081,V060,PEATON LESIONADO POR COLISION CON OTROS VEHICULOS SIN MOTOR: ACCIDENTE NO DE TRANSITO,Causas externas de morbilidad y de mortalidad
10082,V061,PEATON LESIONADO POR COLISION CON OTROS VEHICULOS SIN MOTOR: ACCIDENTE DE TRANSITO,Causas externas de morbilidad y de mortalidad
10083,V069,PEATON LESIONADO POR COLISION CON OTROS VEHICULOS SIN MOTOR: ACCIDENTE NO ESPECIFICADO COMO DE TRANSITO O NO DE TRANSITO,Causas externas de morbilidad y de mortalidad
10084,V09,"PEATON LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE, Y EN LOS NO ESPECIFICADOS",Causas externas de morbilidad y de mortalidad
10085,V090,"PEATON LESIONADO EN ACCIDENTE NO DE TRANSITO QUE INVOLUCRA OTROS VEHICULOS DE MOTOR, Y LOS NO ESPECIFICADOS",Causas externas de morbilidad y de mortalidad
10086,V091,PEATON LESIONADO EN ACCIDENTE NO DE TRANSITO NO ESPECIFICADO,Causas externas de morbilidad y de mortalidad
10087,V092,"PEATON LESIONADO EN ACCIDENTE DE TRANSITO QUE INVOLUCRA OTROS VEHICULOS DE MOTOR, Y LOS NO ESPECIFICADOS",Causas externas de morbilidad y de mortalidad
10088,V093,PEATON LESIONADO EN ACCIDENTE DE TRANSITO NO ESPECIFICADO,Causas externas de morbilidad y de mortalidad
10089,V099,PEATON LESIONADO EN ACCIDENTE DE TRANSPORTE NO ESPECIFICADO,Causas externas de morbilidad y de mortalidad
10090,V10,CICLISTA LESIONADO POR COLISION CON PEATON O ANIMAL,Causas externas de morbilidad y de mortalidad
10091,V100,CICLISTA LESIONADO POR COLISION CON PEATON O ANIMAL: CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRANSITO,Causas externas de morbilidad y de mortalidad
10092,V101,CICLISTA LESIONADO POR COLISION CON PEATON O ANIMAL: PASAJERO LESIONADO EN ACCIDENTE NO DE TRANSITO,Causas externas de morbilidad y de mortalidad
10093,V102,"CICLISTA LESIONADO POR COLISION CON PEATON O ANIMAL: CICLISTA NO ESPECIFICADO, LESIONADO EN ACCIDENTE NO DE TRANSITO",Causas externas de morbilidad y de mortalidad
10094,V103,CICLISTA LESIONADO POR COLISION CON PEATON O ANIMAL: PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHICULO,Causas externas de morbilidad y de mortalidad
10095,V104,CICLISTA LESIONADO POR COLISION CON PEATON O ANIMAL: CONDUCTOR LESIONADO EN ACCIDENTE DE TRANSITO,Causas externas de morbilidad y de mortalidad
10096,V105,CICLISTA LESIONADO POR COLISION CON PEATON O ANIMAL: PASAJERO LESIONADO EN ACCIDENTE DE TRANSITO,Causas externas de morbilidad y de mortalidad
10097,V109,"CICLISTA LESIONADO POR COLISION CON PEATON O ANIMAL: CICLISTA NO ESPECIFICADO, LESIONADO EN ACCIDENTE DE TRANSITO",Causas externas de morbilidad y de mortalidad
10098,V11,CICLISTA LESIONADO POR COLISION CON OTRO CICLISTA,Causas externas de morbilidad y de mortalidad
10099,V110,CICLISTA LESIONADO POR COLISION CON OTRO CICLISTA: CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRANSITO,Causas externas de morbilidad y de mortalidad
10100,V111,CICLISTA LESIONADO POR COLISION CON OTRO CICLISTA: PASAJERO LESIONADO EN ACCIDENTE NO DE TRANSITO,Causas externas de morbilidad y de mortalidad
10101,V112,"CICLISTA LESIONADO POR COLISION CON OTRO CICLISTA: NO ESPECIFICADO, LESIONADO EN ACCIDENTE NO DE TRANSITO",Causas externas de morbilidad y de mortalidad
10102,V113,CICLISTA LESIONADO POR COLISION CON OTRO CICLISTA: PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHICULO,Causas externas de morbilidad y de mortalidad
10103,V114,CICLISTA LESIONADO POR COLISION CON OTRO CICLISTA: CONDUCTOR LESIONADO EN ACCIDENTE DE TRANSITO,Causas externas de morbilidad y de mortalidad
10104,V115,CICLISTA LESIONADO POR COLISION CON OTRO CICLISTA: PASAJERO LESIONADO EN ACCIDENTE DE TRANSITO,Causas externas de morbilidad y de mortalidad
10105,V119,"CICLISTA LESIONADO POR COLISION CON OTRO CICLISTA: CICLISTA NO ESPECIFICADO, LESIONADO EN ACCIDENTE DE TRANSITO",Causas externas de morbilidad y de mortalidad
10106,V12,CICLISTA LESIONADO POR COLISION CON VEHICULO DE DOS O TRE RUEDAS,Causas externas de morbilidad y de mortalidad
10107,V120,CICLISTA LESIONADO POR COLISION CON VEHICULO DE MOTOR DE DOS O TRES RUEDAS: CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRANSITO,Causas externas de morbilidad y de mortalidad
10108,V121,CICLISTA LESIONADO POR COLISION CON VEHICULO DE MOTOR DE DOS O TRES RUEDAS: PASAJERO LESIONADO EN ACCIDENTE NO DE TRANSITO,Causas externas de morbilidad y de mortalidad
10109,V122,"CICLISTA LESIONADO POR COLISION CON VEHICULO DE MOTOR DE DOS O TRES RUEDAS: CICLISTA NO ESPECIFICADO, LESIONADO EN ACCIDENTE NO DE TRANSITO",Causas externas de morbilidad y de mortalidad
10110,V123,CICLISTA LESIONADO POR COLISION CON VEHICULO DE MOTOR DE DOS O TRES RUEDAS: PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHICULO,Causas externas de morbilidad y de mortalidad
10111,V124,CICLISTA LESIONADO POR COLISION CON VEHICULO DE MOTOR DE DOS O TRES RUEDAS: CONDUCTOR LESIONADO EN ACCIDENTE DE TRANSITO,Causas externas de morbilidad y de mortalidad
10112,V125,CICLISTA LESIONADO POR COLISION CON VEHICULO DE MOTOR DE DOS O TRES RUEDAS: PASAJERO LESIONADO EN ACCIDENTE DE TRANSITO,Causas externas de morbilidad y de mortalidad
10113,V129,"CICLISTA LESIONADO POR COLISION CON VEHICULO DE MOTOR DE DOS O TRES RUEDAS: CICLISTA NO ESPECIFICADO, LESIONADO EN ACCIDENTE DE TRANSITO",Causas externas de morbilidad y de mortalidad
10114,V13,"CICLISTA LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA",Causas externas de morbilidad y de mortalidad
10115,V130,"CICLISTA LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA: CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRANSITO",Causas externas de morbilidad y de mortalidad
10116,V131,"CICLISTA LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA: PASAJERO LESIONADO EN ACCIDENTE NO DE TRANSITO",Causas externas de morbilidad y de mortalidad
10117,V132,"CICLISTA LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA: CICLISTA NO ESPECIFICADO, LESIONADO EN ACCIDENTE NO DE TRANSITO",Causas externas de morbilidad y de mortalidad
10118,V133,"CICLISTA LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA: PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHICULO",Causas externas de morbilidad y de mortalidad
10119,V134,"CICLISTA LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA: CONDUCTOR LESIONADO EN ACCIDENTE DE TRANSITO",Causas externas de morbilidad y de mortalidad
10120,V135,"CICLISTA LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA: PASAJERO LESIONADO EN ACCIDENTE DE TRANSITO",Causas externas de morbilidad y de mortalidad
10121,V139,"CICLISTA LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA: CICLISTA NO ESPECIFICADO, LESIONADO EN ACCIDENTE DE TRANSITO",Causas externas de morbilidad y de mortalidad
10122,V14,CICLISTA LESIONADO POR COLISION CON VEHICULO DE TRANSPORTE PESADO O BUS,Causas externas de morbilidad y de mortalidad
10123,V140,CICLISTA LESIONADO POR COLISION CON VEHICULO DE TRANSPORTE PESADO O AUTOBUS: CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRANSITO,Causas externas de morbilidad y de mortalidad
10124,V141,CICLISTA LESIONADO POR COLISION CON VEHICULO DE TRANSPORTE PESADO O AUTOBUS: PASAJERO LESIONADO EN ACCIDENTE NO DE TRANSITO,Causas externas de morbilidad y de mortalidad
10125,V142,"CICLISTA LESIONADO POR COLISION CON VEHICULO DE TRANSPORTE PESADO O AUTOBUS: CICLISTA NO ESPECIFICADO, LESIONADO EN ACCIDENTE NO DE TRANSITO",Causas externas de morbilidad y de mortalidad
10126,V143,CICLISTA LESIONADO POR COLISION CON VEHICULO DE TRANSPORTE PESADO O AUTOBUS: PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHICULO,Causas externas de morbilidad y de mortalidad
10127,V144,CICLISTA LESIONADO POR COLISION CON VEHICULO DE TRANSPORTE PESADO O AUTOBUS: CONDUCTOR LESIONADO EN ACCIDENTE DE TRANSITO,Causas externas de morbilidad y de mortalidad
10128,V145,CICLISTA LESIONADO POR COLISION CON VEHICULO DE TRANSPORTE PESADO O AUTOBUS: PASAJERO LESIONADO EN ACCIDENTE DE TRANSITO,Causas externas de morbilidad y de mortalidad
10129,V149,"CICLISTA LESIONADO POR COLISION CON VEHICULO DE TRANSPORTE PESADO O AUTOBUS: CICLISTA NO ESPECIFICADO, LESIONADO EN ACCIDENTE DE TRANSITO",Causas externas de morbilidad y de mortalidad
10130,V15,CICLISTA LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES,Causas externas de morbilidad y de mortalidad
10131,V150,CICLISTA LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES: CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRANSITO,Causas externas de morbilidad y de mortalidad
10132,V151,CICLISTA LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES: PASAJERO LESIONADO EN ACCIDENTE NO DE TRANSITO,Causas externas de morbilidad y de mortalidad
10133,V152,"CICLISTA LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES: CICLISTA NO ESPECIFICADO, LESIONADO EN ACCIDENTE NO DE TRANSITO",Causas externas de morbilidad y de mortalidad
10134,V153,CICLISTA LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES: PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHICULO,Causas externas de morbilidad y de mortalidad
10135,V154,CICLISTA LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES: CONDUCTOR LESIONADO EN ACCIDENTE DE TRANSITO,Causas externas de morbilidad y de mortalidad
10136,V155,CICLISTA LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES: PASAJERO LESIONADO EN ACCIDENTE DE TRANSITO,Causas externas de morbilidad y de mortalidad
10137,V159,"CICLISTA LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES: CICLISTA NO ESPECIFICADO, LESIONADO EN ACCIDENTE DE TRANSITO",Causas externas de morbilidad y de mortalidad
10138,V16,CICLISTA LESIONADO POR COLISION CON OTROS VEHICULO SIN MOTOR,Causas externas de morbilidad y de mortalidad
10139,V160,CICLISTA LESIONADO POR COLISION CON OTROS VEHICULOS SIN MOTOR: CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRANSITO,Causas externas de morbilidad y de mortalidad
